14,0.4,0.3398869875171329,1.4,0.0,12.70437931214677
18,0.4,0.5953540604610248,1.4,0.6400000000000001,19.614529600729476
20,0.4,0.9585351007599436,1.4,0.8704000000000002,21.542443424654714
24,0.4,0.8345582457062259,1.4,0.9533440000000002,27.686535646873658
28,0.4,0.8056372745258497,1.4,0.9832038400000002,32.960305299939236
34,0.4,0.73304113008386,1.4,0.9939533824000002,41.03812672404189
37,0.4,1.1139685354421938,1.4,0.9978232176640002,40.115808168627275
38,0.4,1.3447524479304418,1.4,0.9992163583590401,38.5924907714985
39,0.4,1.2882366184542173,1.4,0.9997178890092546,40.2609169822302
47,0.4,0.7818449392322574,1.4,0.9998984400433317,56.076829699289675
54,0.4,0.9424184980907757,1.4,0.9999634384155995,61.541207673467056
51,0.4,1.6103973842688422,1.4,0.999986837829616,48.02428543361029
45,0.4,1.8173595217045388,1.4,0.9999952616186618,39.94146537756317
40,0.4,1.8458418277321602,1.4,0.9999982941827184,35.21581925965692
34,0.4,1.922628463102361,1.4,0.9999993859057787,29.283899531595246
29,0.4,1.968514773456131,1.4,0.9999997789260804,24.65212119053746
24,0.4,2.0683341467527807,1.4,0.999999920413389,19.828121050250743
19,0.4,2.1577634433473363,1.4,0.9999999713488201,15.301259216588326
16,0.4,1.8992181163262192,1.4,0.9999999896855754,13.873145188553083
14,0.4,1.842763750501664,1.4,0.9999999962868072,12.336389609035026
12,0.4,1.869885561066832,1.4,0.9999999986632507,10.492425666986719
11,0.4,1.783293517152581,1.4,0.9999999995187704,9.858981223954709
9,0.4,2.140081223454625,1.4,0.9999999998267575,7.2846748011422155
8,0.4,1.893057298688829,1.4,0.9999999999376328,6.948793363519588
7,0.4,1.7066960437646048,1.4,0.999999999977548,6.412714806148731
6,0.4,1.7411914305175291,1.4,0.9999999999919174,5.442705127533028
6,0.4,1.5112148317895477,1.4,0.9999999999970903,5.812343251124124
6,0.4,1.4767639500475118,1.4,0.9999999999989526,5.869837275472655
5,0.4,1.987106162418626,1.4,0.9999999999996231,4.227848752736582
4,0.4,2.52221502325901,1.4,0.9999999999998644,2.9027585161195115
4,0.4,2.3816647848254235,1.4,0.9999999999999514,3.0216973451208777
4,0.4,2.1559179311699723,1.4,0.9999999999999827,3.2230167806696777
4,0.4,2.8203779985151236,1.4,0.9999999999999939,2.6657143642621395
4,0.4,2.6293670758689975,1.4,0.9999999999999979,2.815237493455104
4,0.4,2.7705433581905927,1.4,0.9999999999999993,2.7039415572227177
4,0.4,2.3495868791649452,1.4,0.9999999999999999,3.0495188504243327
4,0.4,3.0114969262880913,1.4,1.0,2.5240548299921053
4,0.4,3.1612600204640073,1.4,1.0,2.418329983334197
4,0.4,3.1087858604632053,1.4,1.0,2.4548602366856835
4,0.4,3.1111215435382524,1.4,1.0,2.4532225616146146
4,0.4,3.10038923259605,1.4,1.0,2.4607566060528407
4,0.4,3.1014059223129515,1.4,1.0,2.4600419024517888
4,0.4,3.4194618079205985,1.4,1.0,2.2463468469707415
4,0.4,3.88181349186719,1.4,1.0,1.968368037390724
4,0.4,4.498122445958941,1.4,1.0,1.6505631280560495
4,0.4,4.330345240542206,1.4,1.0,1.7316121684053551
4,0.4,4.23268514945147,1.4,1.0,1.7806095455256543
4,0.4,4.744863920071413,1.4,1.0,1.5382093118977984
4,0.4,4.782365591720108,1.4,1.0,1.5218157465976112
4,0.4,5.057851520103925,1.4,1.0,1.406625996898643
4,0.4,5.429211286254458,1.4,1.0,1.265024053313467
